States/UTs,Year,crimes,count
Himachal Pradesh,2014,Other Negligence Deaths,6
Himachal Pradesh,2014,Other Riots,6
Himachal Pradesh,2014,Riots,6
Himachal Pradesh,2014,Robbery,6
Himachal Pradesh,2014,Sexual Harassment,6
Himachal Pradesh,2014,Stalking,6
Himachal Pradesh,2014,Student Riots,6
Himachal Pradesh,2014,Unlawful Assembly,6
Himachal Pradesh,2014,Vehicle Theft,6
Himachal Pradesh,2014,Arson,5
Himachal Pradesh,2014,Assault on Women,5
Himachal Pradesh,2014,Attempted Murder,5
Himachal Pradesh,2014,Breach of Trust,5
Himachal Pradesh,2014,Disrobing Assault,5
Himachal Pradesh,2014,Kidnapping,5
Himachal Pradesh,2014,Kidnapping (Total),5
Himachal Pradesh,2014,Murder,5
Himachal Pradesh,2014,Other Assault on Women,5
Himachal Pradesh,2014,Other Kidnapping,5
Himachal Pradesh,2014,Other Negligence Deaths,5
Himachal Pradesh,2014,Stalking,5
Himachal Pradesh,2014,Unlawful Assembly,5
Himachal Pradesh,2014,Unlawful Assembly,5
Himachal Pradesh,2014,Arson,4
Himachal Pradesh,2014,Attempted Murder,4
Himachal Pradesh,2014,Attempted Murder,4
Himachal Pradesh,2014,Breach of Trust,4
Himachal Pradesh,2014,Disrobing Assault,4
Himachal Pradesh,2014,Forgery,4
Himachal Pradesh,2014,Kidnapping,4
Himachal Pradesh,2014,Murder,4
Himachal Pradesh,2014,Other Kidnapping,4
Himachal Pradesh,2014,Other Negligence Deaths,4
Himachal Pradesh,2014,Sexual Harassment,4
Himachal Pradesh,2014,Unlawful Assembly,4
Himachal Pradesh,2014,Unnatural Offence,4
Himachal Pradesh,2014,Attempted Murder,3
Himachal Pradesh,2014,Attempted Murder,3
Himachal Pradesh,2014,Attempted Rape,3
Himachal Pradesh,2014,Culpable Homicide,3
Himachal Pradesh,2014,Disrobing Assault,3
Himachal Pradesh,2014,Disrobing Assault,3
Himachal Pradesh,2014,Disrobing Assault,3
Himachal Pradesh,2014,Domestic Cruelty,3
Himachal Pradesh,2014,Kidnapping,3
Himachal Pradesh,2014,Other Negligence Deaths,3
Himachal Pradesh,2014,Other Negligence Deaths,3
Himachal Pradesh,2014,Robbery,3
Himachal Pradesh,2014,Sexual Harassment,3
Himachal Pradesh,2014,Unnatural Offence,3
Himachal Pradesh,2014,Arson,2
Himachal Pradesh,2014,Attempted Murder,2
Himachal Pradesh,2014,Breach of Trust,2
Himachal Pradesh,2014,Breach of Trust,2
Himachal Pradesh,2014,Cheating,2
Himachal Pradesh,2014,Cheating,2
Himachal Pradesh,2014,Culpable Homicide,2
Himachal Pradesh,2014,Culpable Homicide,2
Himachal Pradesh,2014,Extortion,2
Himachal Pradesh,2014,Forgery,2
Himachal Pradesh,2014,Forgery,2
Himachal Pradesh,2014,Forgery,2
Himachal Pradesh,2014,Gang Rape,2
Himachal Pradesh,2014,Gang Rape,2
Himachal Pradesh,2014,Kidnapping,2
Himachal Pradesh,2014,Modesty Insult,2
Himachal Pradesh,2014,Murder,2
Himachal Pradesh,2014,Murder,2
Himachal Pradesh,2014,Other Locations,2
Himachal Pradesh,2014,Other Negligence Deaths,2
Himachal Pradesh,2014,Robbery,2
Himachal Pradesh,2014,Robbery,2
Himachal Pradesh,2014,Stalking,2
Himachal Pradesh,2014,Unnatural Offence,2
Himachal Pradesh,2014,Acid Attack,1
Himachal Pradesh,2014,Attempted Murder,1
Himachal Pradesh,2014,Attempted Rape,1
Himachal Pradesh,2014,Attempted Rape,1
Himachal Pradesh,2014,Counterfeiting,1
Himachal Pradesh,2014,Counterfeiting,1
Himachal Pradesh,2014,Culpable Homicide,1
Himachal Pradesh,2014,Culpable Homicide,1
Himachal Pradesh,2014,Dacoity,1
Himachal Pradesh,2014,Dacoity,1
Himachal Pradesh,2014,Dacoity,1
Himachal Pradesh,2014,Dacoity,1
Himachal Pradesh,2014,Dowry Deaths,1
Himachal Pradesh,2014,Extortion,1
Himachal Pradesh,2014,Extortion,1
Himachal Pradesh,2014,Extortion,1
Himachal Pradesh,2014,Fake Currency,1
Himachal Pradesh,2014,Fake Currency,1
Himachal Pradesh,2014,Fake Currency Possession,1
Himachal Pradesh,2014,Forgery,1
Himachal Pradesh,2014,Forgery,1
Himachal Pradesh,2014,Gang Rape,1
Himachal Pradesh,2014,Gang Rape,1
Himachal Pradesh,2014,Grievous Hurt,1
Himachal Pradesh,2014,HumanTrafficking,1
Himachal Pradesh,2014,Kidnapping,1
Himachal Pradesh,2014,Kidnapping (Total),1
Himachal Pradesh,2014,Kidnapping for Murder,1
Himachal Pradesh,2014,Kidnapping for Murder,1
Himachal Pradesh,2014,Kidnapping for Murder,1
Himachal Pradesh,2014,Kidnapping for Murder,1
Himachal Pradesh,2014,Kidnapping for Ransom,1
Himachal Pradesh,2014,Modesty Insult,1
Himachal Pradesh,2014,Modesty Insult,1
Himachal Pradesh,2014,Modesty Insult,1
Himachal Pradesh,2014,Modesty Insult,1
Himachal Pradesh,2014,Murder,1
Himachal Pradesh,2014,Non-Custodial Rape,1
Himachal Pradesh,2014,Other Dacoity,1
Himachal Pradesh,2014,Other Dacoity,1
Himachal Pradesh,2014,Other Dacoity,1
Himachal Pradesh,2014,Other Dacoity,1
Himachal Pradesh,2014,Other Kidnapping,1
Himachal Pradesh,2014,Other Kidnapping,1
Himachal Pradesh,2014,Other Locations,1
Himachal Pradesh,2014,Other Locations,1
Himachal Pradesh,2014,Other Locations,1
Himachal Pradesh,2014,Other Locations,1
Himachal Pradesh,2014,Other Negligence Deaths,1
Himachal Pradesh,2014,Other Rape,1
Himachal Pradesh,2014,Other Theft,1
Himachal Pradesh,2014,Other Theft,1
Himachal Pradesh,2014,Political Riots,1
Himachal Pradesh,2014,Rape,1
Himachal Pradesh,2014,Robbery,1
Himachal Pradesh,2014,Robbery,1
Himachal Pradesh,2014,Robbery,1
Himachal Pradesh,2014,Sedition,1
Himachal Pradesh,2014,Simple Hurt,1
Himachal Pradesh,2014,Stalking,1
Himachal Pradesh,2014,State Offences,1
Himachal Pradesh,2014,Theft,1
Himachal Pradesh,2014,Theft,1
Himachal Pradesh,2014,Trespass / Burglary,1
Himachal Pradesh,2014,Trespass / Burglary,1
Himachal Pradesh,2014,Unlawful Assembly,1
Himachal Pradesh,2014,Unnatural Offence,1
Himachal Pradesh,2014,Unnatural Offence,1
Himachal Pradesh,2014,Unnatural Offence,1
Himachal Pradesh,2014,Using Fake Currency,1
Himachal Pradesh,2014,Vehicle Theft,1
Himachal Pradesh,2014,Voyeurism,1
Himachal Pradesh,2014,Voyeurism,1
Himachal Pradesh,2014,Voyeurism,1
Himachal Pradesh,2014,Acid Attack,0
Himachal Pradesh,2014,Acid Attack,0
Himachal Pradesh,2014,Acid Attack,0
Himachal Pradesh,2014,Acid Attack,0
Himachal Pradesh,2014,Acid Attack,0
Himachal Pradesh,2014,Acid Attack,0
Himachal Pradesh,2014,Acid Attack,0
Himachal Pradesh,2014,Acid Attack,0
Himachal Pradesh,2014,Acid Attack,0
Himachal Pradesh,2014,Acid Attack,0
Himachal Pradesh,2014,Acid Attack,0
Himachal Pradesh,2014,Acid Attack,0
Himachal Pradesh,2014,Acid Attack,0
Himachal Pradesh,2014,Acid Attack,0
Himachal Pradesh,2014,Agrarian Riots,0
Himachal Pradesh,2014,Agrarian Riots,0
Himachal Pradesh,2014,Agrarian Riots,0
Himachal Pradesh,2014,Agrarian Riots,0
Himachal Pradesh,2014,Agrarian Riots,0
Himachal Pradesh,2014,Agrarian Riots,0
Himachal Pradesh,2014,Agrarian Riots,0
Himachal Pradesh,2014,Agrarian Riots,0
Himachal Pradesh,2014,Agrarian Riots,0
Himachal Pradesh,2014,Agrarian Riots,0
Himachal Pradesh,2014,Agrarian Riots,0
Himachal Pradesh,2014,Agrarian Riots,0
Himachal Pradesh,2014,Agrarian Riots,0
Himachal Pradesh,2014,Agrarian Riots,0
Himachal Pradesh,2014,Agrarian Riots,0
Himachal Pradesh,2014,Arson,0
Himachal Pradesh,2014,Arson,0
Himachal Pradesh,2014,Arson,0
Himachal Pradesh,2014,Arson,0
Himachal Pradesh,2014,Assault on Women,0
Himachal Pradesh,2014,Assault on Women,0
Himachal Pradesh,2014,Assault on Women,0
Himachal Pradesh,2014,Attempted Acid Attack,0
Himachal Pradesh,2014,Attempted Acid Attack,0
Himachal Pradesh,2014,Attempted Acid Attack,0
Himachal Pradesh,2014,Attempted Acid Attack,0
Himachal Pradesh,2014,Attempted Acid Attack,0
Himachal Pradesh,2014,Attempted Acid Attack,0
Himachal Pradesh,2014,Attempted Acid Attack,0
Himachal Pradesh,2014,Attempted Acid Attack,0
Himachal Pradesh,2014,Attempted Acid Attack,0
Himachal Pradesh,2014,Attempted Acid Attack,0
Himachal Pradesh,2014,Attempted Acid Attack,0
Himachal Pradesh,2014,Attempted Acid Attack,0
Himachal Pradesh,2014,Attempted Acid Attack,0
Himachal Pradesh,2014,Attempted Acid Attack,0
Himachal Pradesh,2014,Attempted Acid Attack,0
Himachal Pradesh,2014,Attempted Homicide,0
Himachal Pradesh,2014,Attempted Homicide,0
Himachal Pradesh,2014,Attempted Homicide,0
Himachal Pradesh,2014,Attempted Homicide,0
Himachal Pradesh,2014,Attempted Homicide,0
Himachal Pradesh,2014,Attempted Homicide,0
Himachal Pradesh,2014,Attempted Homicide,0
Himachal Pradesh,2014,Attempted Homicide,0
Himachal Pradesh,2014,Attempted Homicide,0
Himachal Pradesh,2014,Attempted Homicide,0
Himachal Pradesh,2014,Attempted Homicide,0
Himachal Pradesh,2014,Attempted Homicide,0
Himachal Pradesh,2014,Attempted Homicide,0
Himachal Pradesh,2014,Attempted Homicide,0
Himachal Pradesh,2014,Attempted Homicide,0
Himachal Pradesh,2014,Attempted Murder,0
Himachal Pradesh,2014,Attempted Murder,0
Himachal Pradesh,2014,Attempted Murder,0
Himachal Pradesh,2014,Attempted Murder,0
Himachal Pradesh,2014,Attempted Rape,0
Himachal Pradesh,2014,Attempted Rape,0
Himachal Pradesh,2014,Attempted Rape,0
Himachal Pradesh,2014,Attempted Rape,0
Himachal Pradesh,2014,Attempted Rape,0
Himachal Pradesh,2014,Attempted Rape,0
Himachal Pradesh,2014,Attempted Rape,0
Himachal Pradesh,2014,Attempted Rape,0
Himachal Pradesh,2014,Attempted Rape,0
Himachal Pradesh,2014,Attempted Rape,0
Himachal Pradesh,2014,Attempted Rape,0
Himachal Pradesh,2014,Attempted Rape,0
Himachal Pradesh,2014,Breach of Trust,0
Himachal Pradesh,2014,Breach of Trust,0
Himachal Pradesh,2014,Breach of Trust,0
Himachal Pradesh,2014,Caste Riots,0
Himachal Pradesh,2014,Caste Riots,0
Himachal Pradesh,2014,Caste Riots,0
Himachal Pradesh,2014,Caste Riots,0
Himachal Pradesh,2014,Caste Riots,0
Himachal Pradesh,2014,Caste Riots,0
Himachal Pradesh,2014,Caste Riots,0
Himachal Pradesh,2014,Caste Riots,0
Himachal Pradesh,2014,Caste Riots,0
Himachal Pradesh,2014,Caste Riots,0
Himachal Pradesh,2014,Caste Riots,0
Himachal Pradesh,2014,Caste Riots,0
Himachal Pradesh,2014,Caste Riots,0
Himachal Pradesh,2014,Caste Riots,0
Himachal Pradesh,2014,Caste Riots,0
Himachal Pradesh,2014,Cheating,0
Himachal Pradesh,2014,Cheating,0
Himachal Pradesh,2014,Communal Riots,0
Himachal Pradesh,2014,Communal Riots,0
Himachal Pradesh,2014,Communal Riots,0
Himachal Pradesh,2014,Communal Riots,0
Himachal Pradesh,2014,Communal Riots,0
Himachal Pradesh,2014,Communal Riots,0
Himachal Pradesh,2014,Communal Riots,0
Himachal Pradesh,2014,Communal Riots,0
Himachal Pradesh,2014,Communal Riots,0
Himachal Pradesh,2014,Communal Riots,0
Himachal Pradesh,2014,Communal Riots,0
Himachal Pradesh,2014,Communal Riots,0
Himachal Pradesh,2014,Communal Riots,0
Himachal Pradesh,2014,Communal Riots,0
Himachal Pradesh,2014,Communal Riots,0
Himachal Pradesh,2014,Counterfeiting,0
Himachal Pradesh,2014,Counterfeiting,0
Himachal Pradesh,2014,Counterfeiting,0
Himachal Pradesh,2014,Counterfeiting,0
Himachal Pradesh,2014,Counterfeiting,0
Himachal Pradesh,2014,Counterfeiting,0
Himachal Pradesh,2014,Counterfeiting,0
Himachal Pradesh,2014,Counterfeiting,0
Himachal Pradesh,2014,Counterfeiting,0
Himachal Pradesh,2014,Counterfeiting,0
Himachal Pradesh,2014,Counterfeiting,0
Himachal Pradesh,2014,Counterfeiting,0
Himachal Pradesh,2014,Counterfeiting,0
Himachal Pradesh,2014,Culpable Homicide,0
Himachal Pradesh,2014,Culpable Homicide,0
Himachal Pradesh,2014,Culpable Homicide,0
Himachal Pradesh,2014,Culpable Homicide,0
Himachal Pradesh,2014,Culpable Homicide,0
Himachal Pradesh,2014,Culpable Homicide,0
Himachal Pradesh,2014,Culpable Homicide,0
Himachal Pradesh,2014,Culpable Homicide,0
Himachal Pradesh,2014,Culpable Homicide,0
Himachal Pradesh,2014,Culpable Homicide,0
Himachal Pradesh,2014,Custodial Gang Rape,0
Himachal Pradesh,2014,Custodial Gang Rape,0
Himachal Pradesh,2014,Custodial Gang Rape,0
Himachal Pradesh,2014,Custodial Gang Rape,0
Himachal Pradesh,2014,Custodial Gang Rape,0
Himachal Pradesh,2014,Custodial Gang Rape,0
Himachal Pradesh,2014,Custodial Gang Rape,0
Himachal Pradesh,2014,Custodial Gang Rape,0
Himachal Pradesh,2014,Custodial Gang Rape,0
Himachal Pradesh,2014,Custodial Gang Rape,0
Himachal Pradesh,2014,Custodial Gang Rape,0
Himachal Pradesh,2014,Custodial Gang Rape,0
Himachal Pradesh,2014,Custodial Gang Rape,0
Himachal Pradesh,2014,Custodial Gang Rape,0
Himachal Pradesh,2014,Custodial Gang Rape,0
Himachal Pradesh,2014,Custodial Other Rape,0
Himachal Pradesh,2014,Custodial Other Rape,0
Himachal Pradesh,2014,Custodial Other Rape,0
Himachal Pradesh,2014,Custodial Other Rape,0
Himachal Pradesh,2014,Custodial Other Rape,0
Himachal Pradesh,2014,Custodial Other Rape,0
Himachal Pradesh,2014,Custodial Other Rape,0
Himachal Pradesh,2014,Custodial Other Rape,0
Himachal Pradesh,2014,Custodial Other Rape,0
Himachal Pradesh,2014,Custodial Other Rape,0
Himachal Pradesh,2014,Custodial Other Rape,0
Himachal Pradesh,2014,Custodial Other Rape,0
Himachal Pradesh,2014,Custodial Other Rape,0
Himachal Pradesh,2014,Custodial Other Rape,0
Himachal Pradesh,2014,Custodial Other Rape,0
Himachal Pradesh,2014,Custodial Rape,0
Himachal Pradesh,2014,Custodial Rape,0
Himachal Pradesh,2014,Custodial Rape,0
Himachal Pradesh,2014,Custodial Rape,0
Himachal Pradesh,2014,Custodial Rape,0
Himachal Pradesh,2014,Custodial Rape,0
Himachal Pradesh,2014,Custodial Rape,0
Himachal Pradesh,2014,Custodial Rape,0
Himachal Pradesh,2014,Custodial Rape,0
Himachal Pradesh,2014,Custodial Rape,0
Himachal Pradesh,2014,Custodial Rape,0
Himachal Pradesh,2014,Custodial Rape,0
Himachal Pradesh,2014,Custodial Rape,0
Himachal Pradesh,2014,Custodial Rape,0
Himachal Pradesh,2014,Custodial Rape,0
Himachal Pradesh,2014,Dacoity,0
Himachal Pradesh,2014,Dacoity,0
Himachal Pradesh,2014,Dacoity,0
Himachal Pradesh,2014,Dacoity,0
Himachal Pradesh,2014,Dacoity,0
Himachal Pradesh,2014,Dacoity,0
Himachal Pradesh,2014,Dacoity,0
Himachal Pradesh,2014,Dacoity,0
Himachal Pradesh,2014,Dacoity,0
Himachal Pradesh,2014,Dacoity,0
Himachal Pradesh,2014,Dacoity,0
Himachal Pradesh,2014,Dacoity Preparation,0
Himachal Pradesh,2014,Dacoity Preparation,0
Himachal Pradesh,2014,Dacoity Preparation,0
Himachal Pradesh,2014,Dacoity Preparation,0
Himachal Pradesh,2014,Dacoity Preparation,0
Himachal Pradesh,2014,Dacoity Preparation,0
Himachal Pradesh,2014,Dacoity Preparation,0
Himachal Pradesh,2014,Dacoity Preparation,0
Himachal Pradesh,2014,Dacoity Preparation,0
Himachal Pradesh,2014,Dacoity Preparation,0
Himachal Pradesh,2014,Dacoity Preparation,0
Himachal Pradesh,2014,Dacoity Preparation,0
Himachal Pradesh,2014,Dacoity Preparation,0
Himachal Pradesh,2014,Dacoity Preparation,0
Himachal Pradesh,2014,Dacoity Preparation,0
Himachal Pradesh,2014,Dacoity with Murder,0
Himachal Pradesh,2014,Dacoity with Murder,0
Himachal Pradesh,2014,Dacoity with Murder,0
Himachal Pradesh,2014,Dacoity with Murder,0
Himachal Pradesh,2014,Dacoity with Murder,0
Himachal Pradesh,2014,Dacoity with Murder,0
Himachal Pradesh,2014,Dacoity with Murder,0
Himachal Pradesh,2014,Dacoity with Murder,0
Himachal Pradesh,2014,Dacoity with Murder,0
Himachal Pradesh,2014,Dacoity with Murder,0
Himachal Pradesh,2014,Dacoity with Murder,0
Himachal Pradesh,2014,Dacoity with Murder,0
Himachal Pradesh,2014,Dacoity with Murder,0
Himachal Pradesh,2014,Dacoity with Murder,0
Himachal Pradesh,2014,Dacoity with Murder,0
Himachal Pradesh,2014,Death by Negligence,0
Himachal Pradesh,2014,Death by Negligence,0
Himachal Pradesh,2014,Disrobing Assault,0
Himachal Pradesh,2014,Disrobing Assault,0
Himachal Pradesh,2014,Disrobing Assault,0
Himachal Pradesh,2014,Disrobing Assault,0
Himachal Pradesh,2014,Disrobing Assault,0
Himachal Pradesh,2014,Disrobing Assault,0
Himachal Pradesh,2014,Disrobing Assault,0
Himachal Pradesh,2014,Disrobing Assault,0
Himachal Pradesh,2014,Disrobing Assault,0
Himachal Pradesh,2014,Disrobing Assault,0
Himachal Pradesh,2014,Domestic Cruelty,0
Himachal Pradesh,2014,Domestic Cruelty,0
Himachal Pradesh,2014,Domestic Cruelty,0
Himachal Pradesh,2014,Dowry Deaths,0
Himachal Pradesh,2014,Dowry Deaths,0
Himachal Pradesh,2014,Dowry Deaths,0
Himachal Pradesh,2014,Dowry Deaths,0
Himachal Pradesh,2014,Dowry Deaths,0
Himachal Pradesh,2014,Dowry Deaths,0
Himachal Pradesh,2014,Dowry Deaths,0
Himachal Pradesh,2014,Dowry Deaths,0
Himachal Pradesh,2014,Dowry Deaths,0
Himachal Pradesh,2014,Dowry Deaths,0
Himachal Pradesh,2014,Dowry Deaths,0
Himachal Pradesh,2014,Dowry Deaths,0
Himachal Pradesh,2014,Dowry Deaths,0
Himachal Pradesh,2014,Dowry Deaths,0
Himachal Pradesh,2014,Extortion,0
Himachal Pradesh,2014,Extortion,0
Himachal Pradesh,2014,Extortion,0
Himachal Pradesh,2014,Extortion,0
Himachal Pradesh,2014,Extortion,0
Himachal Pradesh,2014,Extortion,0
Himachal Pradesh,2014,Extortion,0
Himachal Pradesh,2014,Extortion,0
Himachal Pradesh,2014,Extortion,0
Himachal Pradesh,2014,Extortion,0
Himachal Pradesh,2014,Extortion,0
Himachal Pradesh,2014,Fake Coin,0
Himachal Pradesh,2014,Fake Coin,0
Himachal Pradesh,2014,Fake Coin,0
Himachal Pradesh,2014,Fake Coin,0
Himachal Pradesh,2014,Fake Coin,0
Himachal Pradesh,2014,Fake Coin,0
Himachal Pradesh,2014,Fake Coin,0
Himachal Pradesh,2014,Fake Coin,0
Himachal Pradesh,2014,Fake Coin,0
Himachal Pradesh,2014,Fake Coin,0
Himachal Pradesh,2014,Fake Coin,0
Himachal Pradesh,2014,Fake Coin,0
Himachal Pradesh,2014,Fake Coin,0
Himachal Pradesh,2014,Fake Coin,0
Himachal Pradesh,2014,Fake Coin,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency,0
Himachal Pradesh,2014,Fake Currency Materials,0
Himachal Pradesh,2014,Fake Currency Materials,0
Himachal Pradesh,2014,Fake Currency Materials,0
Himachal Pradesh,2014,Fake Currency Materials,0
Himachal Pradesh,2014,Fake Currency Materials,0
Himachal Pradesh,2014,Fake Currency Materials,0
Himachal Pradesh,2014,Fake Currency Materials,0
Himachal Pradesh,2014,Fake Currency Materials,0
Himachal Pradesh,2014,Fake Currency Materials,0
Himachal Pradesh,2014,Fake Currency Materials,0
Himachal Pradesh,2014,Fake Currency Materials,0
Himachal Pradesh,2014,Fake Currency Materials,0
Himachal Pradesh,2014,Fake Currency Materials,0
Himachal Pradesh,2014,Fake Currency Materials,0
Himachal Pradesh,2014,Fake Currency Materials,0
Himachal Pradesh,2014,Fake Currency Possession,0
Himachal Pradesh,2014,Fake Currency Possession,0
Himachal Pradesh,2014,Fake Currency Possession,0
Himachal Pradesh,2014,Fake Currency Possession,0
Himachal Pradesh,2014,Fake Currency Possession,0
Himachal Pradesh,2014,Fake Currency Possession,0
Himachal Pradesh,2014,Fake Currency Possession,0
Himachal Pradesh,2014,Fake Currency Possession,0
Himachal Pradesh,2014,Fake Currency Possession,0
Himachal Pradesh,2014,Fake Currency Possession,0
Himachal Pradesh,2014,Fake Currency Possession,0
Himachal Pradesh,2014,Fake Currency Possession,0
Himachal Pradesh,2014,Fake Currency Possession,0
Himachal Pradesh,2014,Fake Currency Possession,0
Himachal Pradesh,2014,Fake Documents,0
Himachal Pradesh,2014,Fake Documents,0
Himachal Pradesh,2014,Fake Documents,0
Himachal Pradesh,2014,Fake Documents,0
Himachal Pradesh,2014,Fake Documents,0
Himachal Pradesh,2014,Fake Documents,0
Himachal Pradesh,2014,Fake Documents,0
Himachal Pradesh,2014,Fake Documents,0
Himachal Pradesh,2014,Fake Documents,0
Himachal Pradesh,2014,Fake Documents,0
Himachal Pradesh,2014,Fake Documents,0
Himachal Pradesh,2014,Fake Documents,0
Himachal Pradesh,2014,Fake Documents,0
Himachal Pradesh,2014,Fake Documents,0
Himachal Pradesh,2014,Fake Documents,0
Himachal Pradesh,2014,Fake Govt Stamp,0
Himachal Pradesh,2014,Fake Govt Stamp,0
Himachal Pradesh,2014,Fake Govt Stamp,0
Himachal Pradesh,2014,Fake Govt Stamp,0
Himachal Pradesh,2014,Fake Govt Stamp,0
Himachal Pradesh,2014,Fake Govt Stamp,0
Himachal Pradesh,2014,Fake Govt Stamp,0
Himachal Pradesh,2014,Fake Govt Stamp,0
Himachal Pradesh,2014,Fake Govt Stamp,0
Himachal Pradesh,2014,Fake Govt Stamp,0
Himachal Pradesh,2014,Fake Govt Stamp,0
Himachal Pradesh,2014,Fake Govt Stamp,0
Himachal Pradesh,2014,Fake Govt Stamp,0
Himachal Pradesh,2014,Fake Govt Stamp,0
Himachal Pradesh,2014,Fake Govt Stamp,0
Himachal Pradesh,2014,Forced Marriage Kidnapping,0
Himachal Pradesh,2014,Forced Marriage Kidnapping,0
Himachal Pradesh,2014,Forced Marriage Kidnapping,0
Himachal Pradesh,2014,Forced Marriage Kidnapping,0
Himachal Pradesh,2014,Forced Marriage Kidnapping,0
Himachal Pradesh,2014,Forced Marriage Kidnapping,0
Himachal Pradesh,2014,Forced Marriage Kidnapping,0
Himachal Pradesh,2014,Forgery,0
Himachal Pradesh,2014,Forgery,0
Himachal Pradesh,2014,Forgery,0
Himachal Pradesh,2014,Forgery,0
Himachal Pradesh,2014,Forgery,0
Himachal Pradesh,2014,Forgery,0
Himachal Pradesh,2014,Gang Rape,0
Himachal Pradesh,2014,Gang Rape,0
Himachal Pradesh,2014,Gang Rape,0
Himachal Pradesh,2014,Gang Rape,0
Himachal Pradesh,2014,Gang Rape,0
Himachal Pradesh,2014,Gang Rape,0
Himachal Pradesh,2014,Gang Rape,0
Himachal Pradesh,2014,Gang Rape,0
Himachal Pradesh,2014,Gang Rape,0
Himachal Pradesh,2014,Gang Rape,0
Himachal Pradesh,2014,Gang Rape,0
Himachal Pradesh,2014,Girl Trafficking (Import),0
Himachal Pradesh,2014,Girl Trafficking (Import),0
Himachal Pradesh,2014,Girl Trafficking (Import),0
Himachal Pradesh,2014,Girl Trafficking (Import),0
Himachal Pradesh,2014,Girl Trafficking (Import),0
Himachal Pradesh,2014,Girl Trafficking (Import),0
Himachal Pradesh,2014,Girl Trafficking (Import),0
Himachal Pradesh,2014,Girl Trafficking (Import),0
Himachal Pradesh,2014,Girl Trafficking (Import),0
Himachal Pradesh,2014,Girl Trafficking (Import),0
Himachal Pradesh,2014,Girl Trafficking (Import),0
Himachal Pradesh,2014,Girl Trafficking (Import),0
Himachal Pradesh,2014,Girl Trafficking (Import),0
Himachal Pradesh,2014,Girl Trafficking (Import),0
Himachal Pradesh,2014,Girl Trafficking (Import),0
Himachal Pradesh,2014,Grievous Hurt,0
Himachal Pradesh,2014,Grievous Hurt,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,Group Enmity,0
Himachal Pradesh,2014,House Breaking,0
Himachal Pradesh,2014,House Breaking,0
Himachal Pradesh,2014,House Breaking,0
Himachal Pradesh,2014,House Breaking,0
Himachal Pradesh,2014,House Breaking,0
Himachal Pradesh,2014,House Breaking,0
Himachal Pradesh,2014,HumanTrafficking,0
Himachal Pradesh,2014,HumanTrafficking,0
Himachal Pradesh,2014,HumanTrafficking,0
Himachal Pradesh,2014,HumanTrafficking,0
Himachal Pradesh,2014,HumanTrafficking,0
Himachal Pradesh,2014,HumanTrafficking,0
Himachal Pradesh,2014,HumanTrafficking,0
Himachal Pradesh,2014,HumanTrafficking,0
Himachal Pradesh,2014,HumanTrafficking,0
